name,yahoo_ticker,isin,country,exchange,sector,enabled
Eckert & Ziegler Strahlen- und Medizintechnik AG,0NZY.L,,GB,LSE,,true
Schoeller-Bleckmann Oilfield Equipment AG,0O05.L,,GB,LSE,,true
Bigben Interactive,0O0E.L,,GB,LSE,,true
Cancom SE,0O0F.L,,GB,LSE,,true
Schouw & Co.,0O0N.L,DK0010253921,GB,LSE,,true
Bayerische Motoren Werke AG,0O0U.L,DE0005190003,GB,LSE,,true
Bayerische Motoren Werke Aktiengesellschaft,0O0V.L,,GB,LSE,,true
MERCK Kommanditgesellschaft auf Aktien,0O14.L,DE0006599905,GB,LSE,,true
Thyssenkrupp AG O.N.,0O1C.L,DE0007500001,GB,LSE,,true
Vetoquinol,0O1O.L,,GB,LSE,,true
Fraport AG,0O1R.L,DE0005773303,GB,LSE,,true
Alten SA,0O1S.L,FR0000071946,GB,LSE,,true
Heineken,0O26.L,NL0000009165,GB,LSE,,true
Gruppo MutuiOnline S.p.A.,0O2B.L,,GB,LSE,,true
Ålandsbanken Abp,0O2M.L,FI0009000103,GB,LSE,,true
Caisse Régionale de Crédit Agricole Mutuel de Paris et d'Ile-de-France,0O2R.L,FR0000045528,GB,LSE,,true
Compagnie d&#39;Entreprises CFE S.A.,0O2T.L,,GB,LSE,,true
GFT Technologies SE,0O2W.L,,GB,LSE,,true
Neste Oil Oyj,0O46.L,FI0009013296,GB,LSE,,true
Van Lanschot Kempen NV,0O4B.L,NL0000302636,GB,LSE,,true
SAF Holland SA,0O4N.L,DE000SAFH001,GB,LSE,,true
Sanofi SA,0O59.L,FR0000120578,GB,LSE,,true
AT & S Austria Technologie & Systemtechnik AG,0O5C.L,AT0000969985,GB,LSE,,true
Elekta AB ser. B,0O5H.L,SE0000163628,GB,LSE,,true
Banco di Desio e della Brianza S.p.A.,0O5V.L,IT0001041000,GB,LSE,,true
Cibox Inter@ctive S.A.,0O66.L,FR0000054322,GB,LSE,,true
Miquel y Costas & Miquel S.A,0O6D.L,ES0164180012,GB,LSE,,true
Nelly Group AB,0O6Z.L,SE0015245535,GB,LSE,,true
A.P. Moeller-Maersk A/S Series A,0O76.L,,GB,LSE,,true
AP Moeller - Maersk A/S B,0O77.L,DK0010244508,GB,LSE,,true
Metsa Board Corp. Series B,0O7A.L,,GB,LSE,,true
Yara International ASA,0O7D.L,NO0010208051,GB,LSE,,true
Corticeira Amorim,0O7J.L,PTCOR0AE0006,GB,LSE,,true
Societe des Bains de Mer et du Cercle des Etrangers a Monaco,0O80.L,,GB,LSE,,true
Bodegas Riojanas S.A.,0O82.L,ES0115002018,GB,LSE,,true
DnB Bank ASA,0O84.L,NO0010161896,GB,LSE,,true
Telefon AB L.M. Ericsson Series A,0O86.L,,GB,LSE,,true
Telefonaktiebolaget LM Ericsson Class B,0O87.L,SE0000108656,GB,LSE,,true
KGHM Polska Miedz SA,0O8D.L,PLKGHM000017,GB,LSE,,true
Koninklijke KPN NV,0O8F.L,NL0000009082,GB,LSE,,true
Koninklijke Vopak NV,0O8V.L,NL0009432491,GB,LSE,,true
Wirecard,0O8X.L,DE0007472060,GB,LSE,,true
Almirall,0O9B.L,ES0157097017,GB,LSE,,true
Compagnie du Bois Sauvage S.A.,0O9C.L,,GB,LSE,,true
High Co.,0O9Y.L,FR0000054231,GB,LSE,,true
Vusion S.A.,0OA4.L,,GB,LSE,,true
Assystem,0OA7.L,FR0000074148,GB,LSE,,true
Nolato AB ser. B,0OA9.L,SE0015962477,GB,LSE,,true
American International Group Inc.,0OAL.L,,GB,LSE,,true
Mowi ASA,0OAW.L,NO0003054108,GB,LSE,,true
Valneva SE,0OB3.L,FR0004056851,GB,LSE,,true
Deutsche Wohnen AG,0OBQ.L,DE000A0HN5C6,GB,LSE,,true
Heidelberger Druckmaschinen O.N.,0OC2.L,DE0007314007,GB,LSE,,true
Medistim ASA,0OCD.L,NO0010159684,GB,LSE,,true
Transgene SA,0OCQ.L,FR0005175080,GB,LSE,,true
D&#39;Amico International Shipping S.A.,0OEY.L,LU2592315662,GB,LSE,,true
EDP Energias de Portugal SA,0OF7.L,PTEDP0AM0009,GB,LSE,,true
Compagnie Generale des Etablissements Michelin SCA,0OFM.L,FR0000121261,GB,LSE,,true
NCC AB ser. B,0OFP.L,SE0000117970,GB,LSE,,true
Sacyr SA,0OFU.L,ES0182870214,GB,LSE,,true
Burelle S.A.,0OG5.L,FR0000061137,GB,LSE,,true
Seche Environnement S.A.,0OG6.L,,GB,LSE,,true
Catana Group S.A.,0OGG.L,,GB,LSE,,true
Subsea 7 SA,0OGK.L,LU0075646355,GB,LSE,,true
Spadel SA,0OH1.L,BE0003798155,GB,LSE,,true
Exail Technologies,0OHC.L,,GB,LSE,,true
Stolt-Nielsen Limited,0OHK.L,BMG850801025,GB,LSE,,true
Aegean Airlines S.A.,0OHY.L,GRS495003006,GB,LSE,,true
Archos S.A,0OI0.L,FR001400KO61,GB,LSE,,true
Acerinox,0OIQ.L,ES0132105018,GB,LSE,,true
ALK-Abello B,0OIR.L,DK0061802139,GB,LSE,,true
Caltagirone S.p.A. Ord,0OIY.L,IT0003127930,GB,LSE,,true
Egide S.A.,0OJ4.L,FR0000072373,GB,LSE,,true
FLSmidth & Co.,0OJA.L,DK0010234467,GB,LSE,,true
Gjensidige Forsikring ASA,0OJC.L,NO0010582521,GB,LSE,,true
Coheris SA,0OK9.L,FR0004031763,GB,LSE,,true
Alantra Partners S.A.,0OKB.L,ES0126501131,GB,LSE,,true
Adidas AG,0OLD.L,DE000A1EWWW0,GB,LSE,,true
Aperam SA,0OLF.L,LU0569974404,GB,LSE,,true
EssilorLuxottica SA,0OMK.L,FR0000121667,GB,LSE,,true
D’Ieteren NV,0ON7.L,BE0974259880,GB,LSE,,true
Leonardo SpA,0ONG.L,IT0003856405,GB,LSE,,true
Fresenius SE & Co KGAA O.N.,0OO9.L,DE0005785604,GB,LSE,,true
DMG Mori AG,0OP0.L,DE0005878003,GB,LSE,,true
Gecina SA,0OPE.L,FR0010040865,GB,LSE,,true
ABC arbitrage SA,0OPJ.L,FR0004040608,GB,LSE,,true
Compagnie de l&#39;Odet S.A.,0OPN.L,FR0000062234,GB,LSE,,true
Clariane SE,0OPS.L,,GB,LSE,,true
Parrot S.A.,0OPY.L,FR0004038263,GB,LSE,,true
Pierre & Vacances,0OQ0.L,FR0000073041,GB,LSE,,true
0OQ2,0OQ2.L,FR0000065864,GB,LSE,,true
NV Bekaert SA,0OQJ.L,BE0974258874,GB,LSE,,true
Infotel S.A.,0OQQ.L,,GB,LSE,,true
Orange SA,0OQV.L,FR0000133308,GB,LSE,,true
LNA Sante SA,0OR2.L,FR0004170017,GB,LSE,,true
Amundi Index Solutions - Amundi MSCI Europe SRI PAB,0P0001J2VW.L,,GB,LSE,,true
First Mining Gold Corp.,0P07.L,CA3208901064,GB,LSE,,true
Wilh. Wilhelmsen Holding ASA,0P0O.L,NO0010576010,GB,LSE,,true
Wilhelm Wilhelmsen Holding ASA,0P0T.L,,GB,LSE,,true
Pirelli & C. S.p.A.,0P1R.L,IT0005278236,GB,LSE,,true
Ascencio SCA,0P2J.L,BE0003856730,GB,LSE,,true
Ferrovial S.A.,0P2N.L,NL0015001FS8,GB,LSE,,true
Amadeus IT,0P2W.L,ES0109067019,GB,LSE,,true
Norma Group AG NA O.N.,0P38.L,DE000A1H8BV3,GB,LSE,,true
Alerion Clean Power S.p.A.,0P3O.L,IT0004720733,GB,LSE,,true
PostNL NV,0P47.L,NL0009739416,GB,LSE,,true
Bulten AB,0P49.L,,GB,LSE,,true
Ford Motor Company,0P4F.L,US3453708600,GB,LSE,,true
SIG Combibloc Group AG,0P4G.L,,GB,LSE,,true
Salvatore Ferragamo SpA,0P52.L,IT0004712375,GB,LSE,,true
Colgate-Palmolive Co.,0P59.L,US1941621039,GB,LSE,,true
Mauna Kea Technologies SA,0P5I.L,FR0010609263,GB,LSE,,true
Axway Software S.A.,0P5L.L,,GB,LSE,,true
Siemens AG Class N,0P6M.L,DE0007236101,GB,LSE,,true
Volkswagen AG,0P6N.L,DE0007664005,GB,LSE,,true
Bayer AG NA,0P6S.L,DE000BAY0017,GB,LSE,,true
Getlink SE,0P72.L,FR0010533075,GB,LSE,,true
CPI Europe AG,0PAN.L,,GB,LSE,,true
Siemens Healthineers AG,0PMJ.L,DE000SHL1006,GB,LSE,,true
Aegon NV,0Q0Y.L,NL0000303709,GB,LSE,,true
Norsk Hydro ASA,0Q11.L,,GB,LSE,,true
Abbott Laboratories,0Q15.L,US0028241000,GB,LSE,,true
Caterpillar Inc.,0Q18.L,US1491231015,GB,LSE,,true
CEVA Inc.,0Q19.L,,GB,LSE,,true
JPMorgan Chase & Co.,0Q1F.L,US46625H1005,GB,LSE,,true
Pfizer Inc.,0Q1N.L,,GB,LSE,,true
Verizon Communications Inc.,0Q1S.L,,GB,LSE,,true
Distribuidora Internacional de Alimentacion SA,0Q2F.L,ES0126775008,GB,LSE,,true
K&S AG,0Q2N.L,DE000KSAG888,GB,LSE,,true
Suess Microtec SE,0Q3C.L,DE000A1K0235,GB,LSE,,true
Kruk S.A.,0Q3Y.L,,GB,LSE,,true
Jastrzebska Spolka Weglowa S.A.,0Q45.L,,GB,LSE,,true
Awilco LNG ASA,0Q4G.L,NO0010607971,GB,LSE,,true
Novozymes A/S B,0Q4U.L,DK0060336014,GB,LSE,,true
Sparebank 1 SR Bank ASA,0Q57.L,NO0010631567,GB,LSE,,true
Texaf S.A.,0Q5Q.L,BE0974263924,GB,LSE,,true
Unipol Gruppo Finanziario Spa,0Q6M.L,IT0004810054,GB,LSE,,true
Mersen,0Q6Q.L,FR0000039620,GB,LSE,,true
CBo Territoria S.A.,0Q76.L,,GB,LSE,,true
AB Science S.A.,0Q77.L,,GB,LSE,,true
AMAG Austria Metall AG,0Q7L.L,AT00000AMAG3,GB,LSE,,true
Brunello Cucinelli,0Q7S.L,IT0004764699,GB,LSE,,true
Fluxys Belgium S.A.,0Q7U.L,BE0974265945,GB,LSE,,true
Thomson Reuters Corp.,0Q89.L,CA8849038812,GB,LSE,,true
Hugo Boss AG NA O.N.,0Q8F.L,DE000A1PHFF7,GB,LSE,,true
Prosegur,0Q8P.L,ES0175438003,GB,LSE,,true
Selvaag Bolig ASA,0Q92.L,NO0010612450,GB,LSE,,true
Seri Industrial S.p.A.,0Q98.L,IT0005283640,GB,LSE,,true
ageas SA/NV,0Q99.L,BE0974264930,GB,LSE,,true
Talanx AG,0QA8.L,,GB,LSE,,true
ID Logistics Group SA,0QAG.L,FR0010929125,GB,LSE,,true
Merck & Company Inc,0QAH.L,US58933Y1055,GB,LSE,,true
Adocia,0QAI.L,FR0011184241,GB,LSE,,true
DBV Technologies,0QAJ.L,,GB,LSE,,true
Carmila,0QAP.L,,GB,LSE,,true
Verimatrix S.A.,0QAU.L,FR0010291245,GB,LSE,,true
Nanobiotix,0QAV.L,FR0011341205,GB,LSE,,true
Medios AG,0QB4.L,,GB,LSE,,true
Borregaard ASA,0QB7.L,,GB,LSE,,true
ASML Holding NV,0QB8.L,NL0010273215,GB,LSE,,true
Alior Bank S.A.,0QBM.L,,GB,LSE,,true
Coloplast A/S,0QBO.L,DK0060448595,GB,LSE,,true
LEG Immobilien AG,0QC9.L,,GB,LSE,,true
Pharming Group N.V.,0QCO.L,,GB,LSE,,true
AbbVie Inc,0QCV.L,US00287Y1091,GB,LSE,,true
Evonik Industries AG,0QDS.L,,GB,LSE,,true
Sagax AB Series B,0QDX.L,,GB,LSE,,true
Tele2 AB,0QE6.L,SE0005190238,GB,LSE,,true
Maire Tecnimont SpA,0QEP.L,IT0004931058,GB,LSE,,true
bpost NV,0QF5.L,BE0974268972,GB,LSE,,true
Deutsche Beteiligungs AG,0QF7.L,,GB,LSE,,true
Aktia Bank Oyj,0QF8.L,FI4000058870,GB,LSE,,true
Matas A/S,0QFA.L,DK0060497295,GB,LSE,,true
Gedeon Richter PLC,0QFP.L,HU0000123096,GB,LSE,,true
Vonovia SE,0QFT.L,,GB,LSE,,true
Kion Group AG,0QFU.L,,GB,LSE,,true
Prosiebensat 1 Media AG,0QG9.L,DE000PSM7770,GB,LSE,,true
DIC Asset AG,0QGG.L,,GB,LSE,,true
OCI NV,0QGH.L,NL0010558797,GB,LSE,,true
CNH Industrial N.V.,0QGU.L,NL0010545661,GB,LSE,,true
SeSa S.p.A,0QHK.L,IT0004729759,GB,LSE,,true
Corbion NV,0QHL.L,NL0010583399,GB,LSE,,true
Odfjell Drilling Ltd.,0QHX.L,,GB,LSE,,true
Viohalco S.A.,0QI2.L,BE0974271034,GB,LSE,,true
Addtech,0QI7.L,SE0014781795,GB,LSE,,true
Creades AB Series A,0QI9.L,SE0015661236,GB,LSE,,true
Platzer Fastigheter Holding AB (publ),0QIA.L,SE0004977692,GB,LSE,,true
Axactor SE,0QIG.L,NO0010840515,GB,LSE,,true
Moncler SpA,0QII.L,IT0004965148,GB,LSE,,true
CTT Correios de Portugal SA,0QIM.L,PTCTT0AM0001,GB,LSE,,true
Fila SpA,0QIQ.L,IT0004967292,GB,LSE,,true
Novo Nordisk A/S Class B,0QIU.L,DK0062498333,GB,LSE,,true
Valmet Corp.,0QIW.L,,GB,LSE,,true
BW LPG Ltd.,0QIX.L,,GB,LSE,,true
Napatech A/S,0QJ4.L,DK0060520450,GB,LSE,,true
ZEAL Network SE,0QJQ.L,,GB,LSE,,true
Clariant AG,0QJS.L,CH0012142631,GB,LSE,,true
Swatch Group AG,0QJV.L,CH0012255151,GB,LSE,,true
EFG International AG,0QJX.L,CH0022268228,GB,LSE,,true
Dufry AG,0QK3.L,CH0023405456,GB,LSE,,true
Inficon Holding AG,0QK5.L,,GB,LSE,,true
Logitech International S.A.,0QK6.L,,GB,LSE,,true
Baxter International Inc.,0QK8.L,US0718131099,GB,LSE,,true
Rieter Holding AG,0QKA.L,,GB,LSE,,true
LEM Holding SA,0QKB.L,CH0022427626,GB,LSE,,true
Forbo Holding AG,0QKD.L,,GB,LSE,,true
Vontobel Holding AG,0QKE.L,,GB,LSE,,true
Schweizerische Nationalbank,0QKG.L,CH0001319265,GB,LSE,,true
Swisscom AG,0QKI.L,,GB,LSE,,true
Komax Holding AG,0QKL.L,,GB,LSE,,true
Chocoladefabriken Lindt & Spruengli AG,0QKN.L,,GB,LSE,,true
Phoenix Mecano AG,0QKP.L,CH1261338102,GB,LSE,,true
RELIEF THERAPEUTICS Holding AG,0QKQ.L,,GB,LSE,,true
Arbonia AG,0QKR.L,CH0110240600,GB,LSE,,true
Royal Bank of Canada,0QKU.L,,GB,LSE,,true
Holcim Ltd.,0QKY.L,CH0012214059,GB,LSE,,true
Carlo Gavazzi Holding AG,0QL5.L,CH1278877563,GB,LSE,,true
Swiss Re AG,0QL6.L,CH0126881561,GB,LSE,,true
Compagnie Financiere Tradition S.A.,0QL7.L,CH0014345117,GB,LSE,,true
Swissquote Group Holding Ltd.,0QLD.L,,GB,LSE,,true
Feintool International Holding AG,0QLM.L,,GB,LSE,,true
Tecan Group AG,0QLN.L,,GB,LSE,,true
Ypsomed Holding AG,0QLQ.L,,GB,LSE,,true
Novartis AG,0QLR.L,CH0012005267,GB,LSE,,true
Graubündner Kantonalbank,0QLT.L,CH0001340204,GB,LSE,,true
Basler Kantonalbank,0QLU.L,CH0009236461,GB,LSE,,true
ALSO Holding AG,0QLW.L,,GB,LSE,,true
METALL ZUG AG Part. Cert.,0QLX.L,,GB,LSE,,true
Bellevue Group AG,0QLZ.L,,GB,LSE,,true
Berner Kantonalbank AG,0QM2.L,,GB,LSE,,true
Swatch Group AG Reg.,0QM4.L,,GB,LSE,,true
Emmi AG,0QM5.L,,GB,LSE,,true
Orior AG,0QM6.L,,GB,LSE,,true
EMS-Chemie Holding AG,0QM9.L,,GB,LSE,,true
Orell Fuessli AG,0QME.L,CH0003420806,GB,LSE,,true
Swiss Life Holding AG,0QMG.L,CH0014852781,GB,LSE,,true
SGS S.A.,0QMI.L,,GB,LSE,,true
BELIMO Holding AG,0QMR.L,,GB,LSE,,true
dormakaba Holding AG,0QMS.L,,GB,LSE,,true
Compagnie Financiere Richemont SA,0QMU.L,CH0210483332,GB,LSE,,true
Straumann Holding AG,0QMV.L,,GB,LSE,,true
Kuehne & Nagel,0QMW.L,CH0025238863,GB,LSE,,true
Santhera Pharmaceuticals Holding AG,0QN1.L,CH1276028821,GB,LSE,,true
Interroll Holding AG,0QN2.L,,GB,LSE,,true
GAM Holding AG,0QN3.L,CH0102659627,GB,LSE,,true
SF Urban Properties AG,0QN6.L,CH0032816131,GB,LSE,,true
Vaudoise Assurances Holding S.A.,0QN7.L,,GB,LSE,,true
Basilea Pharmaceutica AG,0QNA.L,,GB,LSE,,true
Bachem Holding AG,0QND.L,,GB,LSE,,true
Leonteq AG,0QNE.L,,GB,LSE,,true
Jungfraubahn Holding AG,0QNG.L,CH0017875789,GB,LSE,,true
Huber+Suhner AG,0QNH.L,,GB,LSE,,true
Daetwyler Holding AG,0QNJ.L,,GB,LSE,,true
Warteck Invest AG Reg.,0QNK.L,CH0002619481,GB,LSE,,true
Adecco Group AG Class N,0QNM.L,CH0012138605,GB,LSE,,true
Burckhardt Compression Holding AG,0QNN.L,,GB,LSE,,true
Lonza Group AG,0QNO.L,CH0013841017,GB,LSE,,true
Kudelski S.A.,0QNQ.L,CH0012268360,GB,LSE,,true
Implenia AG,0QNT.L,,GB,LSE,,true
Luzerner Kantonalbank AG,0QNU.L,CH1252930610,GB,LSE,,true
3M Co.,0QNY.L,,GB,LSE,,true
CPH Chemie + Papier Holding AG,0QNZ.L,CH0001624714,GB,LSE,,true
Schindler Ps,0QO1.L,CH0024638196,GB,LSE,,true
Burkhalter Holding AG,0QO2.L,,GB,LSE,,true
OC Oerlikon Corporation AG,0QO3.L,CH0000816824,GB,LSE,,true
Julius Baer Gruppe AG,0QO6.L,,GB,LSE,,true
Barry Callebaut AG,0QO7.L,,GB,LSE,,true
TX Group AG,0QO9.L,,GB,LSE,,true
Temenos AG,0QOA.L,,GB,LSE,,true
Autoneum Holding AG,0QOB.L,,GB,LSE,,true
Swiss Prime Site AG,0QOG.L,CH0008038389,GB,LSE,,true
EnergieDienst Holding AG,0QOH.L,CH0039651184,GB,LSE,,true
Newron Pharmaceuticals S.p.A.,0QOI.L,IT0004147952,GB,LSE,,true
Peach Property Group AG,0QOJ.L,,GB,LSE,,true
Roche Holding AG Participation,0QOK.L,CH0012032048,GB,LSE,,true
Kardex Holding AG,0QOL.L,,GB,LSE,,true
Ascom Holding AG,0QON.L,,GB,LSE,,true
Partners Group Holding AG,0QOQ.L,CH0024608827,GB,LSE,,true
"PepsiCo, Inc.",0QOS.L,US7134481081,GB,LSE,,true
Schindler Holding AG,0QOT.L,CH0024638212,GB,LSE,,true
Transocean Ltd.,0QOW.L,,GB,LSE,,true
Chocoladefabriken Lindt & Spruengli AG Part. Cert.,0QP1.L,,GB,LSE,,true
Zurich Insurance Group AG,0QP2.L,CH0011075394,GB,LSE,,true
Calida Holding AG,0QP3.L,,GB,LSE,,true
Georg Fischer AG,0QP4.L,CH1169151003,GB,LSE,,true
Coltene Holding AG,0QP7.L,,GB,LSE,,true
Allreal Holding AG,0QPD.L,,GB,LSE,,true
MCH Group AG,0QPF.L,CH0039542854,GB,LSE,,true
Cembra Money Bank AG,0QPJ.L,,GB,LSE,,true
Cicor Technologies Ltd.,0QPR.L,CH0008702190,GB,LSE,,true
Givaudan SA,0QPS.L,CH0010645932,GB,LSE,,true
Valiant Holding AG,0QPU.L,,GB,LSE,,true
Sonova H Ag,0QPY.L,CH0012549785,GB,LSE,,true
BKW AG,0QQ0.L,,GB,LSE,,true
Geberit AG,0QQ2.L,CH0030170408,GB,LSE,,true
Basellandschaftliche Kantonalbank,0QQ4.L,CH0001473559,GB,LSE,,true
Roche Holding AG,0QQ6.L,CH0012032113,GB,LSE,,true
Sulzer AG,0QQ9.L,CH0038388911,GB,LSE,,true
Starrag Group Holding AG,0QQA.L,CH0002361068,GB,LSE,,true
DKSH Holding AG,0QQE.L,,GB,LSE,,true
Mikron Holding AG,0QQF.L,CH0003390066,GB,LSE,,true
Romande Energie Holding S.A.,0QQG.L,CH1263676327,GB,LSE,,true
HT5 AG,0QQI.L,CH0024666528,GB,LSE,,true
Evolva Holding SA,0QQJ.L,CH0021218067,GB,LSE,,true
Meier Tobler Group AG,0QQK.L,CH0208062627,GB,LSE,,true
Bucher Industries AG,0QQN.L,,GB,LSE,,true
Siegfried Holding AG,0QQO.L,,GB,LSE,,true
Gurit Holding AG,0QQR.L,,GB,LSE,,true
Mobimo Holding AG,0QQY.L,,GB,LSE,,true
St. Galler Kantonalbank AG,0QQZ.L,,GB,LSE,,true
Schweiter Technologies AG,0QR1.L,CH1248667003,GB,LSE,,true
PG&E Corp.,0QR3.L,,GB,LSE,,true
Nestlé S.A,0QR4.L,CH0038863350,GB,LSE,,true
Bufab AB (publ),0QRA.L,SE0025010671,GB,LSE,,true
ISS A/S,0QRS.L,,GB,LSE,,true
Thurgauer Kantonalbank,0QS4.L,CH0231351104,GB,LSE,,true
Bossard Holding AG,0QS5.L,,GB,LSE,,true
eDreams ODIGEO S.A.,0QS9.L,LU1048328220,GB,LSE,,true
FNAC DARTY,0QSH.L,,GB,LSE,,true
Ekinops SA,0QSV.L,FR0011466069,GB,LSE,,true
lastminute.com N.V.,0QT0.L,,GB,LSE,,true
Gaztransport et Technigaz,0QT5.L,,GB,LSE,,true
Genfit S.A.,0QT6.L,,GB,LSE,,true
Irish Residential Properties REIT Plc,0QT8.L,IE00BJ34P519,GB,LSE,,true
Anima Holding S.p.A.,0QTI.L,,GB,LSE,,true
Fermentalg S.A.,0QTJ.L,,GB,LSE,,true
Vow ASA,0QTW.L,NO0010708068,GB,LSE,,true
OEM-International AB Series B,0QTY.L,,GB,LSE,,true
HIAG Immobilien Holding AG,0QU6.L,,GB,LSE,,true
Stabilus S.A.,0QUL.L,LU1066226637,GB,LSE,,true
Brunel International N.V.,0QUM.L,,GB,LSE,,true
G5 Entertainment AB,0QUS.L,,GB,LSE,,true
Episurf Medical AB Series B,0QUT.L,SE0003491562,GB,LSE,,true
Afry AB,0QUU.L,SE0005999836,GB,LSE,,true
Glarner Kantonalbank,0QV3.L,CH0189396655,GB,LSE,,true
7C Solarparken AG,0QV6.L,DE000A11QW68,GB,LSE,,true
Kinepolis Group NV,0QV7.L,BE0974274061,GB,LSE,,true
FinecoBank S.p.A.,0QVF.L,,GB,LSE,,true
SergeFerrari Group S.A.,0QVG.L,FR0011950682,GB,LSE,,true
Worldline,0QVI.L,,GB,LSE,,true
Euronext N.V.,0QVJ.L,,GB,LSE,,true
COFACE,0QVK.L,,GB,LSE,,true
Merlin Properties SA,0QVM.L,ES0105025003,GB,LSE,,true
Elior Group,0QVP.L,,GB,LSE,,true
Ontex Group,0QVQ.L,BE0974276082,GB,LSE,,true
Scandi Standard publ AB,0QVR.L,SE0005999760,GB,LSE,,true
IMCD N.V.,0QVU.L,,GB,LSE,,true
NN Group N.V.,0QVV.L,,GB,LSE,,true
Ateme S.A.,0QVW.L,FR0011992700,GB,LSE,,true
Argen-X,0QW0.L,NL0010832176,GB,LSE,,true
Bystronic AG,0QW1.L,,GB,LSE,,true
Heidelberg Pharma AG,0QW5.L,DE000A11QVV0,GB,LSE,,true
Voltalia S.A.,0QW7.L,,GB,LSE,,true
SFS Group AG,0QW8.L,,GB,LSE,,true
FACC AG,0QW9.L,,GB,LSE,,true
Logista,0QWA.L,ES0105027009,GB,LSE,,true
Brederode,0QWB.L,LU1068091351,GB,LSE,,true
Ams AG,0QWC.L,AT0000A18XM4,GB,LSE,,true
Zalaris ASA,0QWF.L,NO0010708910,GB,LSE,,true
Industria de Diseno Textil SA,0QWI.L,ES0148396007,GB,LSE,,true
Next Biometrics Group ASA,0QWK.L,NO0010629108,GB,LSE,,true
Fincantieri SpA,0QWN.L,IT0001415246,GB,LSE,,true
Inwido AB,0QXM.L,SE0006220018,GB,LSE,,true
Zalando SE,0QXN.L,,GB,LSE,,true
Aker Solutions OL,0QXP.L,NO0010716582,GB,LSE,,true
Stellantis N.V.,0QXR.L,NL00150001Q9,GB,LSE,,true
Molecular Partners AG,0QXX.L,,GB,LSE,,true
Las Vegas Sands Corp.,0QY4.L,,GB,LSE,,true
Ballard Power Systems Inc.,0QY5.L,,GB,LSE,,true
First Majestic Silver Corp,0QYC.L,CA32076V1031,GB,LSE,,true
Yum! Brands Inc.,0QYD.L,,GB,LSE,,true
"Enphase Energy, Inc.",0QYE.L,US29355A1079,GB,LSE,,true
Comcast Corp,0QYF.L,US20030N1019,GB,LSE,,true
3D Systems Corp.,0QYH.L,US88554D2053,GB,LSE,,true
Netflix Inc.,0QYI.L,,GB,LSE,,true
"Salesforce, Inc.",0QYJ.L,US79466L3024,GB,LSE,,true
Wynn Resorts Ltd.,0QYK.L,,GB,LSE,,true
Rambus Inc.,0QYL.L,,GB,LSE,,true
Fortuna Silver Mines Inc.,0QYM.L,,GB,LSE,,true
B2Gold Corp.,0QYN.L,CA11777Q2099,GB,LSE,,true
Gilead Sciences Inc.,0QYQ.L,,GB,LSE,,true
Panasonic Corp,0QYR.L,JP3866800000,GB,LSE,,true
Morgan Stanley,0QYU.L,,GB,LSE,,true
Harley-Davidson Inc.,0QYY.L,,GB,LSE,,true
Franco-Nevada Corp.,0QYZ.L,CA3518581051,GB,LSE,,true
Visa Inc. Cl A,0QZ0.L,,GB,LSE,,true
AT&T Inc.,0QZ1.L,,GB,LSE,,true
Silvercorp Metals Inc.,0QZ2.L,,GB,LSE,,true
Qualcomm Inc.,0QZ3.L,,GB,LSE,,true
Delta Air Lines Inc.,0QZ4.L,,GB,LSE,,true
Cognizant Technology Solutions Corp.,0QZ5.L,,GB,LSE,,true
"NIKE, Inc.",0QZ6.L,US6541061031,GB,LSE,,true
ConocoPhillips,0QZA.L,,GB,LSE,,true
Advanced Micro Devices Inc.,0QZD.L,,GB,LSE,,true
Western Digital Corp.,0QZF.L,US9581021055,GB,LSE,,true
Starbucks Corp.,0QZH.L,,GB,LSE,,true
Meta Platforms,0QZI.L,,GB,LSE,,true
Coca-Cola Co.,0QZK.L,,GB,LSE,,true
The Walt Disney Company,0QZO.L,,GB,LSE,,true
TripAdvisor Inc.,0QZS.L,,GB,LSE,,true
Vertex Pharmaceuticals Inc.,0QZU.L,,GB,LSE,,true
FedEx Corp.,0QZX.L,US31428X1063,GB,LSE,,true
BlackRock Inc.,0QZZ.L,,GB,LSE,,true
Citigroup Inc,0R01.L,,GB,LSE,,true
Travelers Cos. Inc.,0R03.L,,GB,LSE,,true
"First Solar, Inc.",0R06.L,US3364331070,GB,LSE,,true
Pan American Silver Corp.,0R07.L,,GB,LSE,,true
United Parcel Service Inc. Cl B,0R08.L,,GB,LSE,,true
Hecla Mining Co.,0R0A.L,,GB,LSE,,true
General Motors Co.,0R0E.L,,GB,LSE,,true
Mondelez International Inc. Cl A,0R0G.L,,GB,LSE,,true
Thermo Fisher Scientific Inc.,0R0H.L,,GB,LSE,,true
UnitedHealth Group Incorporated,0R0O.L,US91324P1021,GB,LSE,,true
BlackBerry Ltd.,0R0P.L,CA09228F1036,GB,LSE,,true
Amgen Inc.,0R0T.L,US0311621009,GB,LSE,,true
Coeur Mining Inc.,0R0U.L,,GB,LSE,,true
"Tesla, Inc.",0R0X.L,US88160R1014,GB,LSE,,true
Church & Dwight Co.,0R13.L,,GB,LSE,,true
SoftBank Group Corp.,0R15.L,JP3436100006,GB,LSE,,true
McDonald's Corp.,0R16.L,,GB,LSE,,true
Best Buy Co. Inc.,0R18.L,,GB,LSE,,true
Becton Dickinson & Co.,0R19.L,US0758871091,GB,LSE,,true
