name,yahoo_ticker,isin,country,exchange,sector,enabled
Axcelis Technologies Inc,ACLS,US0545402085,US,NASDAQ,Technology,true
Acm Research Inc,ACMR,US00108J1097,US,NASDAQ,,true
ACNB Corporation,ACNB,US0008681092,US,NASDAQ,,true
Ascent Industries Co,ACNT,US8715651076,US,NASDAQ,,true
Alpha Cognition Inc,ACOG,CA02074J5017,US,NASDAQ,,true
Aclarion Inc,ACON,US6551871022,US,NASDAQ,,true
Aclaris Therapeutics Inc,ACRS,US00461U1051,US,NASDAQ,Healthcare,true
"Acrivon Therapeutics, Inc. Common Stock",ACRV,US0048901096,US,NASDAQ,,true
Enact Holdings Inc,ACT,US29249E1091,US,NASDAQ,,true
Acacia Research Corporation,ACTG,US0038813079,US,NASDAQ,,true
"Actuate Therapeutics, Inc. Common stock",ACTU,US0050831009,US,NASDAQ,,true
Acurx Pharmaceuticals LLC,ACXP,US00510M1045,US,NASDAQ,,true
Adagene Inc,ADAG,US0053291078,US,NASDAQ,,true
"New York Mortgage Trust, Inc.",ADAM,,US,NASDAQ,,true
"Adamas Trust, Inc.",ADAML,,US,NASDAQ,,true
"New York Mortgage Trust, Inc.",ADAMM,,US,NASDAQ,,true
"Adamas Trust, Inc",ADAMN,,US,NASDAQ,,true
"Adamas Trust, Inc",ADAMZ,,US,NASDAQ,,true
Adobe Systems Incorporated,ADBE,US00724F1012,US,NASDAQ,Technology,true
ADEIA CORP,ADEA,US98390M1036,US,NASDAQ,Technology,true
"Adagio Medical Holdings, Inc Common Stock",ADGM,US00534B1008,US,NASDAQ,,true
Analog Devices Inc,ADI,US0326541051,US,NASDAQ,Technology,true
Adial Pharmaceuticals Inc,ADIL,US00688A1060,US,NASDAQ,,true
ADMA Biologics Inc,ADMA,US0008991046,US,NASDAQ,Healthcare,true
Automatic Data Processing Inc,ADP,US0530151036,US,NASDAQ,Industrials,true
Adaptive Biotechnologies Corp,ADPT,US00650F1093,US,NASDAQ,Healthcare,true
Ads Tec Energy PLC,ADSE,IE000DU292E6,US,NASDAQ,,true
Autodesk Inc,ADSK,US0527691069,US,NASDAQ,Technology,true
ADTRAN Inc,ADTN,US00486H1059,US,NASDAQ,Technology,true
Aditxt Inc.,ADTX,US0070251097,US,NASDAQ,,true
Aduro Clean Technologies Inc. Common Stock,ADUR,,US,NASDAQ,,true
Addus HomeCare Corporation,ADUS,US0067391062,US,NASDAQ,Healthcare,true
Advantage Solutions Inc,ADV,US00791N1028,US,NASDAQ,,true
Advanced Biomed Inc. Common Stock,ADVB,US00752P1049,US,NASDAQ,,true
Addex Therapeutics Ltd,ADXN,US00654J2069,US,NASDAQ,,true
Altenergy Acquisition Corp,AEAE,US02157M1080,US,NASDAQ,,true
AltEnergy Acquisition Corp. Warrant,AEAEW,,US,NASDAQ,,true
Activate Energy Acquisition Corp. Class A Ordinary Share,AEAQ,KYG0081J1031,US,NASDAQ,,true
Aebi Schmidt Holding AG - Common Stock,AEBI,CH0027352993,US,NASDAQ,,true
Anfield Energy Inc.,AEC,CA03464C2058,US,NASDAQ,,true
Antelope Enterprise Holdings Ltd,AEHL,VGG041JN1065,US,NASDAQ,,true
Aehr Test Systems,AEHR,US00760J1088,US,NASDAQ,,true
Alset Ehome International Inc,AEI,US02116A1043,US,NASDAQ,,true
Advanced Energy Industries Inc,AEIS,US0079731008,US,NASDAQ,Technology,true
Aethlon Medical Inc,AEMD,US00808Y3071,US,NASDAQ,,true
Alliance Entertainment Holding Corporation Class A Common Stock,AENT,US01861F1021,US,NASDAQ,,true
Alliance Entertainment Holding Corporation Warrants,AENTW,US01861F1021,US,NASDAQ,,true
American Electric Power Co Inc,AEP,US0255371017,US,NASDAQ,Utilities,true
Aeries Technology Inc.,AERT,KYG0136H1020,US,NASDAQ,,true
"Aeva Technologies, Inc. Common Stock",AEVA,US00835Q1031,US,NASDAQ,Technology,true
AudioEye Inc,AEYE,US0507342014,US,NASDAQ,,true
Affinity Bancshares Inc,AFBI,US00832E1038,US,NASDAQ,,true
AFC Gamma Inc,AFCG,US00109K1051,US,NASDAQ,,true
"Aimei Health Technology Co., Ltd Ordinary Share",AFJK,KYG013411171,US,NASDAQ,,true
"Aimei Health Technology Co., Ltd Right",AFJKR,KYG013411338,US,NASDAQ,,true
Forafric Global PLC Ordinary Shares,AFRI,GI000A3DNK69,US,NASDAQ,,true
Affirm Holdings Inc,AFRM,US00827B1061,US,NASDAQ,Financials,true
Afya Ltd,AFYA,KYG011251066,US,NASDAQ,,true
Allied Gaming & Entertainment Inc.,AGAE,US0191701095,US,NASDAQ,,true
Agencia Comercial Spirits Ltd Class A Ordinary Shares,AGCC,KYG0206E1044,US,NASDAQ,,true
Agenus Inc,AGEN,US00847G8042,US,NASDAQ,Healthcare,true
Agios Pharm,AGIO,US00847X1046,US,NASDAQ,Healthcare,true
AgomAb Therapeutics NV American Depositary Shares,AGMB,US00860C1027,US,NASDAQ,,true
AGM Group Holdings Inc Class A,AGMH,VGG0132V1058,US,NASDAQ,,true
AGNC Investment Corp.,AGNC,US00123Q1040,US,NASDAQ,Real Estate,true
AGNC Investment Corp.,AGNCL,US00123Q8565,US,NASDAQ,,true
"eXp World Holdings, Inc.",AGNT,US30212W1009,US,NASDAQ,Real Estate,true
Axe Compute Inc.,AGPU,US74039M4087,US,NASDAQ,,true
Agroz Inc. Ordinary Shares,AGRZ,KYG0136M1015,US,NASDAQ,,true
Agilysys Inc,AGYS,US00847J1051,US,NASDAQ,,true
Adapthealth Corp,AHCO,US00653Q1022,US,NASDAQ,Healthcare,true
Akso Health Group ADR,AHG,US98422P1084,US,NASDAQ,,true
Ambitions Enterprise Management Co. L.L.C Class A Ordinary Shares,AHMA,KYG0262A1031,US,NASDAQ,,true
AIAI Holdings Corporation Class A Common Stock,AIAI,US0089331039,US,NASDAQ,,true
"20/20 Biolabs, Inc. Common Stock",AIDX,US90138K1016,US,NASDAQ,,true
All In FutureTech Alliance Inc.,AIFA,US0191702085,US,NASDAQ,,true
AI Financial Corporation,AIFC,,US,NASDAQ,,true
"Firefly Neuroscience, Inc.",AIFF,US3179701012,US,NASDAQ,,true
Fanhua Inc.,AIFU,KYG3314G1102,US,NASDAQ,,true
Senmiao Technology Ltd,AIHS,US8172252046,US,NASDAQ,,true
Robo.ai Inc.,AIIO,KYG6693P1063,US,NASDAQ,,true
Air Global PLC Ordinary Shares,AIIR,,US,NASDAQ,,true
"iLearningEngines, Inc.",AILEQ,US45175Q1067,US,NASDAQ,,true
Ainos Inc,AIMD,US00902F1057,US,NASDAQ,,true
AIOS Tech Inc.,AIOS,VGG6593L1307,US,NASDAQ,,true
"PowerFleet, Inc.",AIOT,US73931J1097,US,NASDAQ,Technology,true
Arteris Inc,AIP,US04302A1043,US,NASDAQ,Technology,true
reAlpha Tech Corp. Common Stock,AIRE,US75607T1051,US,NASDAQ,,true
Airgain Inc,AIRG,US00938A1043,US,NASDAQ,,true
AirJoule Technologies Corporation,AIRJ,US6121601016,US,NASDAQ,Industrials,true
"AIRO Group Holdings, Inc. Common Stock",AIRO,US0094221068,US,NASDAQ,Industrials,true
Airsculpt Technologies Inc,AIRS,US0094961002,US,NASDAQ,Healthcare,true
Air T Inc,AIRT,US0092071010,US,NASDAQ,,true
Airship AI Holdings Inc,AISP,US0089401089,US,NASDAQ,Technology,true
"AIxCrypto Holdings, Inc.",AIXC,US74754R3012,US,NASDAQ,,true
XIAO-I Corporation American Depositary Shares,AIXI,US98423X1000,US,NASDAQ,,true
Akamai Technologies Inc,AKAM,US00971T1016,US,NASDAQ,Technology,true
Akanda Corp,AKAN,CA00971M6018,US,NASDAQ,,true
Akebia Ther,AKBA,US00972D1054,US,NASDAQ,Healthcare,true
"Aktis Oncology, Inc. Common stock",AKTS,US01021M1045,US,NASDAQ,Healthcare,true
Akari Therapeutics PLC,AKTX,US00972G2075,US,NASDAQ,,true
"Astera Labs, Inc.",ALAB,US04626A1034,US,NASDAQ,Technology,true
Alarum Technologies Ltd.,ALAR,US78643B5003,US,NASDAQ,,true
Avalon GloboCare Corp.,ALBT,US05344R3021,US,NASDAQ,,true
Alico Inc,ALCO,US0162301040,US,NASDAQ,,true
Alchemy Investments Acquisition Corp 1 Class A Ordinary Shares,ALCY,KYG0232F1090,US,NASDAQ,,true
Alchemy Investments Acquisition Corp 1 Warrants,ALCYW,KYG0232F1330,US,NASDAQ,,true
Aldel Financial II Inc. Class A Ordinary Shares,ALDF,US01439L1089,US,NASDAQ,,true
Aldeyra The,ALDX,US01438T1060,US,NASDAQ,Healthcare,true
Alector Inc,ALEC,US0144421072,US,NASDAQ,Healthcare,true
Centurion Acquisition Corp.,ALF,KYG1827K1076,US,NASDAQ,,true
Allegro Microsystems Inc,ALGM,US01749D1054,US,NASDAQ,Technology,true
Align Technology Inc,ALGN,US0162551016,US,NASDAQ,Healthcare,true
Aligos Therapeutics Inc,ALGS,US01626L2043,US,NASDAQ,,true
Allegiant Travel Company,ALGT,US01748X1028,US,NASDAQ,Industrials,true
Alignment Healthcare LLC,ALHC,US01625V1044,US,NASDAQ,Healthcare,true
Calisa Acquisition Corp Ordinary shares,ALIS,KYG1771C1015,US,NASDAQ,,true
Alkermes Plc,ALKS,IE00B56GVS15,US,NASDAQ,Healthcare,true
Alkami Technology Inc,ALKT,US01644J1088,US,NASDAQ,Technology,true
Allogene Therapeutics Inc,ALLO,US0197701065,US,NASDAQ,Healthcare,true
Allarity Therapeutics Inc,ALLR,US0167445008,US,NASDAQ,,true
Allot Communications Ltd,ALLT,IL0010996549,US,NASDAQ,Technology,true
Almonty Industries Inc. Common Shares,ALM,CA0203987072,US,NASDAQ,,true
"Alamar Biosciences, Inc. Common Stock",ALMR,US0109111056,US,NASDAQ,,true
Alumis Inc,ALMS,US0223071020,US,NASDAQ,Healthcare,true
"Aeluma, Inc",ALMU,US00776X1090,US,NASDAQ,,true
Allient Inc.,ALNT,US0193301092,US,NASDAQ,,true
Alnylam Pharmaceuticals Inc,ALNY,US02043Q1076,US,NASDAQ,Healthcare,true
AstroNova Inc,ALOT,US04638F1084,US,NASDAQ,,true
"Aldabra 4 Liquidity Opportunity Vehicle, Inc. Class A Ordinary Shares",ALOV,KYG019001026,US,NASDAQ,,true
"Aldabra 4 Liquidity Opportunity Vehicle, Inc. Warrants",ALOVW,KYG019001109,US,NASDAQ,,true
REalloys Inc.,ALOY,US75606V1017,US,NASDAQ,Materials,true
Alpha Compute Corp,ALP,VGG7185A1369,US,NASDAQ,,true
Alps Group Inc,ALPS,KYG0231P1081,US,NASDAQ,,true
Alpex Acquisition Corporation Unit,ALPXU,,US,NASDAQ,,true
Alarm.com Holdings Inc,ALRM,US0116421050,US,NASDAQ,Technology,true
Alerus Financial Corp,ALRS,US01446U1034,US,NASDAQ,,true
Alpha Star Acquisition Corp,ALSA,KYG0230C1087,US,NASDAQ,,true
Altimmune Inc,ALT,US02155H2004,US,NASDAQ,Healthcare,true
Alvarium Tiedemann Holdings Inc.,ALTI,US02237A1088,US,NASDAQ,,true
Alto Ingredients Inc,ALTO,US0215131063,US,NASDAQ,Materials,true
ALT5 Sigma Corporation,ALTS,US47089W1045,US,NASDAQ,,true
Alvotech,ALVO,LU2458332611,US,NASDAQ,,true
Alx Oncology Holdings,ALXO,US00166B1052,US,NASDAQ,Healthcare,true
Alithya Group Inc,ALYAF,CA01643B1067,US,NASDAQ,,true
Alzamend Neuro Inc,ALZN,US02262M3088,US,NASDAQ,,true
Amalgamated Bank,AMAL,US0226711010,US,NASDAQ,,true
Amanat Acquisition Corp Class A Ordinary Shares,AMAN,KYG0375M1015,US,NASDAQ,,true
Applied Materials Inc,AMAT,US0382221051,US,NASDAQ,Technology,true
Ambarella Inc,AMBA,KYG037AX1015,US,NASDAQ,Technology,true
Amber International Holding Limited,AMBR,US45113Y2037,US,NASDAQ,,true
AMC Robotics Corporation,AMCI,US0016611073,US,NASDAQ,Industrials,true
AMC Networks Inc,AMCX,US00164V1035,US,NASDAQ,Communication Services,true
Advanced Micro Devices Inc,AMD,US0079031078,US,NASDAQ,Technology,true
Amgen Inc,AMGN,US0311621009,US,NASDAQ,Healthcare,true
"Autonomix Medical, Inc. Common Stock",AMIX,US05330T2050,US,NASDAQ,,true
Amkor Technology Inc,AMKR,US0316521006,US,NASDAQ,,true
Amylyx Pharmaceuticals Inc,AMLX,US0321085088,US,NASDAQ,Healthcare,true
"Alpha Modus Holdings, Inc",AMOD,US0209521071,US,NASDAQ,,true
Amplitech Group Inc,AMPG,US03211Q2003,US,NASDAQ,Technology,true
"Amplitech Group, Inc. Series A Right",AMPGR,US03211Q1351,US,NASDAQ,,true
"Amplitech Group, Inc. Series B Right",AMPGZ,US03211Q1435,US,NASDAQ,,true
Amphastar P,AMPH,US03209R1032,US,NASDAQ,,true
Amplitude Inc,AMPL,US03213A1043,US,NASDAQ,Technology,true
Amarin Corporation PLC,AMRN,US0231114044,US,NASDAQ,,true
"Amneal Pharmaceuticals, Inc. Class A Common Stock",AMRX,US03168L1052,US,NASDAQ,Healthcare,true
American Superconductor Corporation,AMSC,US0301112076,US,NASDAQ,Industrials,true
AMERISAFE Inc,AMSF,US03071H1005,US,NASDAQ,,true
AMASS Brands Inc. Common Stock,AMSS,US02312L1026,US,NASDAQ,,true
Amesite Operating Co,AMST,US0310941051,US,NASDAQ,,true
Aemetis Inc,AMTX,US00770K2024,US,NASDAQ,,true
Amazon.com Inc,AMZN,US0231351067,US,NASDAQ,Consumer Discretionary,true
AnaptysBio Inc,ANAB,US0327241065,US,NASDAQ,Healthcare,true
The Andersons Inc,ANDE,US0341641035,US,NASDAQ,,true
Anebulo Pharmaceuticals Inc,ANEB,US0345691036,US,NASDAQ,,true
Anghami De Inc,ANGH,KYG0369L1014,US,NASDAQ,,true
ANGI Homeservices Inc,ANGI,US00183L2016,US,NASDAQ,Communication Services,true
AngioDynamics Inc,ANGO,US03475V1017,US,NASDAQ,,true
Anika Therapeutics Inc,ANIK,US0352551081,US,NASDAQ,,true
ANI Pharmaceuticals Inc,ANIP,US00182C1036,US,NASDAQ,,true
Anixa Biosciences Inc,ANIX,US03528H1095,US,NASDAQ,,true
Adlai Nortye Ltd. American Depositary Shares,ANL,US00704R1095,US,NASDAQ,,true
"AleAnna, Inc. Class A Common Stock",ANNA,US01444V1035,US,NASDAQ,,true
Annexon Inc,ANNX,US03589W1027,US,NASDAQ,Healthcare,true
Rich Sparkle Holdings Limited Ordinary Shares,ANPA,VGG7555P1018,US,NASDAQ,,true
Agriculture & Natural Solutions Acquisition Corporation Class A Ordinary Shares,ANSC,KYG0131Y1008,US,NASDAQ,,true
Antalpha Platform Holding Co,ANTA,KYG0395R1065,US,NASDAQ,,true
AN2 Therapeutics Inc,ANTX,US0373261058,US,NASDAQ,,true
Sphere 3D Corp,ANY,CA84841L4073,US,NASDAQ,,true
American Oncology Network Inc.,AONC,US0287191029,US,NASDAQ,,true
Alpha and Omega Semiconductor Ltd,AOSL,BMG6331P1041,US,NASDAQ,,true
American Outdoor Brands Inc,AOUT,US02875D1090,US,NASDAQ,Consumer Discretionary,true
APA Corporation,APA,US03743Q1085,US,NASDAQ,Energy,true
Stonebridge Acquisition Corp,APAC,KYG850941033,US,NASDAQ,,true
ARKO Petroleum Corp.,APC,US04124A1007,US,NASDAQ,,true
American Public Education Inc,APEI,US02913V1035,US,NASDAQ,,true
"Apogee Therapeutics, Inc. Common Stock",APGE,US03770N1019,US,NASDAQ,Healthcare,true
Agora Inc,API,US00851L1035,US,NASDAQ,Technology,true
Applied Digital Corporation,APLD,US0381692070,US,NASDAQ,Technology,true
Apollomics Inc. Class A Ordinary Shares,APLM,KYG0411D1236,US,NASDAQ,,true
Apellis Pharmaceuticals Inc,APLS,US03753U1060,US,NASDAQ,,true
Aptorum Group Ltd Class A,APM,KYG6096M1069,US,NASDAQ,,true
AmperCap Acquisition Company Unit,APMCU,KYG0344N1236,US,NASDAQ,,true
Apogee Enterprises Inc,APOG,US0375981091,US,NASDAQ,,true
Applovin Corp,APP,US03831W1080,US,NASDAQ,Technology,true
Appfolio Inc,APPF,US03783C1009,US,NASDAQ,Technology,true
Appian Corp,APPN,US03782L1017,US,NASDAQ,Technology,true
Digital Turbine Inc,APPS,US25400W1027,US,NASDAQ,Technology,true
Aprea Therapeutics Inc,APRE,US03836J1025,US,NASDAQ,,true
DMD Digital Health Connections Group Inc,APTOF,CA03835T4081,US,NASDAQ,,true
Aptevo Therapeutics Inc,APVO,US03835L2079,US,NASDAQ,,true
Asia Pacific Wire & Cable Corp Ltd,APWC,BMG0535E1066,US,NASDAQ,,true
Apyx Medical Inc,APYX,US03837C1062,US,NASDAQ,,true
AquaBounty Technologies Inc,AQB,US03842K2006,US,NASDAQ,,true
Aqua Metals Inc,AQMS,US03837J1016,US,NASDAQ,,true
Aquestive Therapeutics Inc,AQST,US03843E1047,US,NASDAQ,Healthcare,true
Arrive AI Inc.,ARAI,US04272H2040,US,NASDAQ,,true
Accuray Incorporated,ARAY,US0043971052,US,NASDAQ,,true
ARB IOT Group Limited Ordinary Shares,ARBB,KYG0447T1004,US,NASDAQ,,true
Arbe Robotics Ltd,ARBE,IL0011796625,US,NASDAQ,,true
Argo Blockchain PLC ADR,ARBK,US0401261047,US,NASDAQ,,true
ArcBest Corp,ARCB,US03937C1053,US,NASDAQ,,true
Ares Capital Corporation,ARCC,US04010L1035,US,NASDAQ,Financials,true
ARC Group Acquisition I Corp Right,ARCLR,VGG244981343,US,NASDAQ,,true
ARC Group Acquisition I Corp Warrants,ARCLW,,US,NASDAQ,,true
Arcturus Therapeutics Holdings Inc,ARCT,US03969T1097,US,NASDAQ,,true
Ardelyx Inc,ARDX,US0396971071,US,NASDAQ,Healthcare,true
American Rebel Holdings Inc,AREB,US02919L2088,US,NASDAQ,,true
American Rebel Holdings Inc. Warrants,AREBW,US02919L6048,US,NASDAQ,,true
American Resources Corp Class A,AREC,US02927U2087,US,NASDAQ,Materials,true
argenx NV ADR,ARGX,US04016X1019,US,NASDAQ,,true
Arhaus Inc,ARHS,US04035M1027,US,NASDAQ,Consumer Discretionary,true
Arko Corp,ARKO,US0412421085,US,NASDAQ,Consumer Staples,true
Ark Restaurants Corp,ARKR,US0407121013,US,NASDAQ,,true
Alliance Resource Partners LP,ARLP,US01877R1086,US,NASDAQ,,true
Arm Holdings plc American Depositary Shares,ARM,US0420682058,US,NASDAQ,,true
Arrow Financial Corporation,AROW,US0427441029,US,NASDAQ,,true
Arq Inc,ARQ,US00770C1018,US,NASDAQ,,true
Arqit Quantum Inc.,ARQQ,KYG0567U1278,US,NASDAQ,,true
Arcutis Biotherapeutics Inc,ARQT,US03969K1088,US,NASDAQ,Healthcare,true
Array Technologies Inc,ARRY,US04271T1007,US,NASDAQ,Industrials,true
Art Technology Acquisition Corp.,ARTC,KYG0579E1035,US,NASDAQ,,true
Artelo Biosciences Inc,ARTL,US04301G2012,US,NASDAQ,,true
Artesian Resources Corporation,ARTNA,US0431132085,US,NASDAQ,,true
"Artiva Biotherapeutics, Inc. Common Stock",ARTV,US04317A1079,US,NASDAQ,Healthcare,true
Arts-Way Manufacturing Co Inc,ARTW,US0431681032,US,NASDAQ,,true
Arrival,ARVLF,LU2607735342,US,NASDAQ,,true
Arvinas Inc,ARVN,US04335A1051,US,NASDAQ,Healthcare,true
Arrowhead Pharmaceuticals Inc,ARWR,US04280A1007,US,NASDAQ,Healthcare,true
"Arxis, Inc. Class A Common Stock",ARXS,US04339D1054,US,NASDAQ,Healthcare,true
"Aspire BioPharma, Inc.",ASBP,US7389201077,US,NASDAQ,,true
AerSale Corp,ASLE,US00810F1066,US,NASDAQ,Industrials,true
Assembly Biosciences Inc,ASMB,US0453962070,US,NASDAQ,,true
ASML Holding NV ADR,ASML,USN070592100,US,NASDAQ,Technology,true
Ascendis Pharma AS,ASND,US04351P1012,US,NASDAQ,,true
Actelis Networks Inc.,ASNS,US00503R4092,US,NASDAQ,,true
Academy Sports Outdoors Inc,ASO,US00402L1070,US,NASDAQ,Consumer Discretionary,true
A SPAC III Acquisition Corp. Class A Ordinary Shares,ASPC,VGG0544A1378,US,NASDAQ,,true
A SPAC III Acquisition Corp. Right,ASPCR,VGG0544A1451,US,NASDAQ,,true
ASP Isotopes Inc. Common Stock,ASPI,US00218A1051,US,NASDAQ,Industrials,true
Altisource Portfolio Solutions SA,ASPS,LU0445408270,US,NASDAQ,,true
Assertio Therapeutics Inc,ASRT,US04546C2052,US,NASDAQ,Healthcare,true
AmeriServ Financial Inc,ASRV,US03074A1025,US,NASDAQ,,true
Strive Asset Management,ASST,US8629453007,US,NASDAQ,Financials,true
Astrotech Corp,ASTC,US0464842006,US,NASDAQ,,true
Astec Industries Inc,ASTE,US0462241011,US,NASDAQ,,true
Astrana Health Inc,ASTH,US03763A2078,US,NASDAQ,Healthcare,true
"Ascent Solar Technologies, Inc. Common Stock",ASTI,US0436355079,US,NASDAQ,,true
Algoma Steel Group Inc,ASTL,CA0156581070,US,NASDAQ,,true
Ast Spacemobile Inc,ASTS,US00217D1000,US,NASDAQ,Technology,true
Asure Software Inc,ASUR,US04649U1025,US,NASDAQ,,true
A SPAC II Acquisition Corp.,ASUUF,VGG0543H1257,US,NASDAQ,,true
Amtech Systems Inc,ASYS,US0323325045,US,NASDAQ,Technology,true
ATAI Life Sciences BV,ATAI,NL0015000DX5,US,NASDAQ,,true
Atour Lifestyle Holdings Limited American Depositary Shares,ATAT,US04965M1062,US,NASDAQ,,true
Atlas Critical Minerals Corporation,ATCX,US04952G1094,US,NASDAQ,Industrials,true
Alphatec Holdings Inc,ATEC,US02081G2012,US,NASDAQ,Healthcare,true
Aterian Inc,ATER,US02156U1016,US,NASDAQ,,true
Anterix Inc,ATEX,US03676C1009,US,NASDAQ,Communication Services,true
Alpha Technology Group Limited Ordinary Shares,ATGL,VGG0232G1155,US,NASDAQ,,true
Alterity Therapeutics Ltd,ATHE,US02155X1063,US,NASDAQ,,true
"Aether Holdings, Inc.",ATHR,US00809R2022,US,NASDAQ,,true
Archimedes Tech SPAC Partners II Co. Ordinary Shares,ATII,KYG0451A1058,US,NASDAQ,,true
Atlanticus Holdings Corporation,ATLC,US04914Y1029,US,NASDAQ,,true
Ames National Corporation,ATLO,US0310011004,US,NASDAQ,,true
Atlas Lithium Corporation Common Stock,ATLX,US1058613068,US,NASDAQ,,true
ATN International Inc,ATNI,US00215F1075,US,NASDAQ,,true
Atomera Inc,ATOM,US04965B1008,US,NASDAQ,Technology,true
AlphaTON Capital Corp.,ATON,VGG7185A1369,US,NASDAQ,,true
Atossa Genetics Inc,ATOS,US04962H5063,US,NASDAQ,,true
Agape ATP Corporation Common Stock,ATPC,US0083892077,US,NASDAQ,,true
Atara Biotherapeutics Inc,ATRA,US0465131078,US,NASDAQ,,true
AtriCure Inc,ATRC,US04963C2098,US,NASDAQ,Healthcare,true
Astronics Corporation,ATRO,US0464331083,US,NASDAQ,Industrials,true
Addentax Group Corp,ATXG,US00653L2025,US,NASDAQ,,true
"aTyr Pharma, Inc.",ATYR,US0021202025,US,NASDAQ,,true
Auburn National Bancorporation Inc,AUBN,US0504731078,US,NASDAQ,,true
ATIF Holdings Limited,AUC,VGG0602B1186,US,NASDAQ,,true
AudioCodes Ltd,AUDC,USM153421047,US,NASDAQ,Technology,true
Aura Minerals Inc. Common Shares,AUGO,VGG069731120,US,NASDAQ,Materials,true
authID Inc.,AUID,US46264C2061,US,NASDAQ,,true
Aurinia Pharmaceuticals Inc,AUPH,CA05156V1022,US,NASDAQ,Healthcare,true
Aurora Innovation Inc,AUR,US0517741072,US,NASDAQ,,true
Aura Biosciences Inc,AURA,US05153U1079,US,NASDAQ,Healthcare,true
Prestige Wealth Inc.,AURE,KYG7244A1195,US,NASDAQ,,true
Autolus Therapeutics Ltd,AUTL,US05280R1005,US,NASDAQ,,true
Auddia Inc,AUUD,US05072K1079,US,NASDAQ,,true
Aveanna Healthcare Holdings Inc,AVAH,US05356F1057,US,NASDAQ,Healthcare,true
AeroVironment Inc,AVAV,US0080731088,US,NASDAQ,Industrials,true
"Avidbank Holdings, Inc. Common stock",AVBH,US05368J1034,US,NASDAQ,,true
"ArriVent BioPharma, Inc. Common Stock",AVBP,US04272N1028,US,NASDAQ,,true
Broadcom Inc,AVGO,US11135F1012,US,NASDAQ,Technology,true
Atea Pharmaceuticals Inc,AVIR,US04683R1068,US,NASDAQ,,true
Avalyn Pharma Inc. Common Stock,AVLN,US05348Y1055,US,NASDAQ,Healthcare,true
